label,m1m,m1s,m2m,m2s,m3m,m3s,m4m,m4s,m5m,m5s,m6m,m6s,m7m,m7s,m8m,m8s,m9m,m9s,m10m,m10s,m11m,m11s,m12m,m12s,centm,cents,rollm,rolls,tonnm,tonns,zcrm,zcrs,rmsem,rmses,tempom,onsetm,pitchm,wavea1,waved1,wavea2,waved2,p1,p2,p3,p4,msd,mc,sam,sbm,kurtosis,meauto,skew,timerev
class_3,0.0040384152163,-0.195849019472,0.0745274914768,-0.163340257233,0.0815119886052,-0.198607384042,-0.113551868797,-0.0737596376055,-0.0172595649207,-0.134253272142,-0.0823658417574,-0.152925428138,-0.0688808352304,-0.0898586905357,-0.0203165099556,-0.108314477961,-0.152239585744,-0.123563837876,0.0591215334732,-0.108480324674,-0.0862272439762,-0.171604782153,-0.0334617441897,-0.139734367615,0.0424581799244,-0.217507903367,0.0868031718549,-0.176199786815,-0.0214358136605,-0.211120270472,0.0166816242498,-0.135004580257,0.0534552221471,-0.0229625769894,0.114415082789,0.346266315,-0.0505405405405,0.0314441627254,0.0118475300475,0.0315716903254,0.01042711722,-0.119063162958,0.209210197373,-0.0818826782614,0.180957538264,-0.0162160069038,-0.0323717054843,-0.0719297794282,-0.0608799403808,-0.0126749838086,-0.0869013472799,0.000645528592687,0.00164058237998
class_5,0.134735626282,-0.0649509537128,0.167320740422,0.0681148468822,0.119431195289,0.0457729702241,-0.0366463598429,0.107833078845,0.164958038177,-0.0175324909908,-0.132574154905,0.163854015051,-0.0378701302444,-0.0154533699705,0.129831700278,-0.0359482508885,0.0776465311382,-0.00273773318865,0.149916906592,0.0139265516794,0.0668155243463,0.0177054518439,0.19131970618,0.0640010766138,0.0811716213499,0.18487264043,0.199204064797,0.122564748454,-0.026828971461,-0.102931444011,-0.071080560002,0.110268477749,-0.132830346933,-0.143182819618,0.0748528493137,-0.153733685,-0.0505405405405,-0.16351365642,-0.0956025766591,-0.16124266824,-0.141183645079,-0.188457921693,0.255032535506,-0.217430395161,0.284749145933,0.00422662447974,0.0019048548997,-0.0457340834862,-0.0150603796159,-0.0101765698902,0.438121379588,0.0223347651728,0.00332327675058
class_9,-0.251924188631,0.735188163978,-0.319639597131,0.625118513484,0.023759052705,-0.0398277210963,0.0264088577618,0.184591048942,-0.173796067467,0.204081191054,-0.0730611878156,0.257417237001,-0.0671641798152,0.153072587422,-0.0841634343378,0.504378160106,0.132757211781,0.271780337851,-0.0322779956495,0.109612814226,0.131430651312,0.38212593986,0.210598411711,0.787027244776,-0.00472640194078,-0.0744035674789,-0.056363684149,0.150986169727,-0.0357135735268,0.206991464917,0.051281052625,-0.0964534025067,-0.0818523915274,-0.00284352239666,0.269623971382,-0.028733685,-0.0505405405405,-0.0704771982145,-0.112869737911,-0.070699275266,-0.065894518505,0.298750896943,-0.476571400647,0.270250193577,-0.437577961702,0.0040339957477,0.00112525283135,-0.0722765200662,-0.057219647963,-0.0117474360909,-0.154350234109,0.000390395499205,0.00397330007039
class_6,0.0107765745286,0.202067401061,0.125146900759,0.0546363724628,0.0131482857997,0.227422395368,-0.0751759536616,0.0898665021635,-0.0898425901655,0.309842302363,-0.105749665461,0.204848409774,-0.0502628392809,0.0987522272503,-0.133925275824,0.117400914557,-0.00192324375127,0.00162364614077,0.0175696857918,0.0467219389701,0.0801233181038,0.0950861219565,0.00805961655836,0.10873664975,0.115303395378,0.0783249532853,0.154932401773,0.13366837151,-0.0273905572273,-0.128522693334,0.104203908102,0.0917140605607,-0.0901109562402,0.0789925627491,0.269623971382,-0.153733685,0.0575675675676,-0.0402857811567,0.0578664430429,-0.0467125063261,0.0913806370197,0.193936005096,-0.151885053214,0.19497041753,-0.200518199492,0.00417433885636,0.00188404991133,-0.0227149791956,-0.037377010119,-0.0054061040383,-0.142194390185,-0.00274442156449,0.00806864077278
class_1,-0.0588219216917,0.220532354155,0.0382405716456,0.212243143683,0.136664555753,-0.0739705584262,0.103919476532,-0.000942428093691,0.171923749107,0.0335313641013,0.0808666184909,0.0286073518937,0.11443642455,-0.00775437580679,0.197848953993,0.136601561316,0.152695349347,-0.0111632821626,0.0622702692701,-0.0396023845297,0.0091442312483,0.0889793402147,-0.0249775720358,-0.0652976204686,-0.164507932218,-0.15286045647,-0.227185579474,-0.143173131858,-0.000179619260851,-0.0882972066153,-0.144442515935,-0.0479831966997,-0.108441223909,-0.0678765357777,-0.0457078516458,-0.073733685,-0.0505405405405,-0.115367753893,-0.118852031085,-0.114265780031,-0.111605859682,0.244528767159,-0.265432683652,0.217096605185,-0.254144612636,0.00862914343821,0.0106217086079,-0.0687867433224,-0.040185600146,-0.00796659206372,-0.097596343804,-0.000170786863369,0.00356686380342
class_7,-0.186034655136,-0.149366719146,0.0777747488608,-0.161690857482,-0.123505203229,-0.146836586641,0.01125123039,-0.0773803828298,-0.0378044453612,-0.0238359364779,0.00754362007342,-0.122363506859,0.0495346339566,-0.0219539085535,-0.0462618868185,-0.0997853485591,0.0326467654656,-0.0409084421374,0.0493887051387,-0.0906068386009,0.0276646105738,-0.0399217025223,-0.00124113412965,-0.116344872119,-0.137957334458,-0.217641373985,-0.203177830056,-0.23018362707,0.190921939041,-0.140067688014,-0.0745694563361,-0.131723132387,0.0339161956498,0.0404978725059,-0.144263621902,0.131986315,-0.0505405405405,0.0315657389015,-0.0955805078842,0.0326082986403,-0.0585949189264,-0.0893522644551,0.187019181803,-0.0977217637417,0.194892314521,0.00503962760855,0.00289773484574,-0.0685965952306,-0.059166396285,-0.0113153238845,0.146932274224,0.00567698335764,0.00354689271999
class_4,-0.115930391271,0.159416147077,-0.23852567308,0.32201275315,-0.0632922570304,0.458609339938,-0.0335311648631,0.240868035951,0.217345261889,0.115178823099,0.0299370143397,0.23155863863,0.0407996225444,0.0774688112765,-0.0110089072817,0.153275807185,-0.0954808023722,0.128428503791,0.00308918625243,0.145047086168,0.0932803864954,0.0587088819689,-0.047709874674,0.181497603281,0.0718105167396,0.20408287572,0.111347287435,0.247257712803,-0.0936777385516,0.308283160361,-0.00100068971365,0.137112868504,-0.0631687646485,-0.0161214010603,0.0748528493137,-0.082305685,-0.0505405405405,-0.0652610013269,-0.0323479504163,-0.0645027898083,-0.0521501408775,0.233328683964,-0.236842589878,0.185616974293,-0.179964404513,0.00509106739218,0.00306669379623,-0.058239116818,0.0615928355606,-0.0116636112462,-0.117513992331,-0.0107575217402,-0.0041230480477
class_9,-0.0137536069978,0.00160783479509,0.0177511201688,0.113941659908,0.0173291405744,-0.0909264013997,-0.0129755737338,-0.0325942330946,0.112188414388,-0.0829337112427,-0.0287832862341,-0.084303366263,0.0959759494161,0.0220481822461,0.160683960229,0.279191627507,-0.00151551407136,-0.0740369542228,-0.0856527525335,-0.0175913408737,-0.0280681868471,0.00366881115344,0.0152423031857,-0.0616166037249,-0.254860720607,0.119181262632,-0.345861956514,0.0913011850528,-0.134158961311,-0.0958289856831,-0.13758260536,0.104041662018,-0.0933085674547,-0.00250878595976,-0.0690287471682,-0.153733685,-0.0505405405405,-0.0768107380536,-0.109411009155,-0.0772606005217,-0.0647011300212,0.268884008423,-0.338806036944,0.231093680028,-0.292723714966,0.00418810225987,0.00191043649618,0.68738747707,-0.0605250643846,-0.0112158473265,-0.083808710785,-0.00365234980039,0.0122293608884
class_1,0.122262729027,0.0952733337404,-0.259825251139,0.13539299462,-0.156792580935,0.193389799467,-0.120335075132,0.125662506086,-0.0460316005268,0.297294877856,-0.0591962522473,0.0294667244743,-0.147114030331,0.115241820902,-0.0837954641025,-0.0081005760194,0.0373937699803,-0.0145915613185,0.00636075959668,-0.0868696898167,0.0604653809479,-0.0619092781984,-0.0776816338199,-0.075557678811,-0.224168493291,-0.263971885368,-0.348211240304,-0.263942494914,-0.101366555794,-0.0381413445206,-0.146870473431,-0.156873119761,-0.0664281654517,0.0337264333344,-0.0457078516458,0.046266315,-0.0505405405405,-0.0450098839984,-0.121789385032,-0.042901957325,-0.120137266689,-0.148441282758,0.229590541298,-0.0678745734146,0.168191485177,0.00362861313116,0.00147450431252,-0.0694466690528,-0.0551715064993,-0.0108061288272,-0.219850849071,-0.00417587871998,0.00241361535419
class_7,-0.184159438201,-0.202755788053,0.0691671539241,-0.181707534239,-0.140821616032,-0.228642839108,0.0527145929649,-0.115299917253,-0.199516836076,-0.148441971135,0.00790103591383,-0.142067139451,-0.0944024220115,-0.103610607343,0.0231939260891,-0.11816744143,-0.0742101229789,-0.106246189841,0.0476259863343,-0.118501984884,-0.0871001950533,-0.171546823051,0.0103880461652,-0.154195845846,-0.111143043612,-0.246828537925,-0.175211698361,-0.225997488919,0.0198753093916,-0.117547015288,-0.0525255049283,-0.178075100579,0.185858725153,0.0966882650122,-0.0457078516458,0.096266315,-0.0505405405405,0.179859727,-0.0474871300422,0.178607920018,0.060426973149,0.00153791857321,0.107699418219,0.0177403162081,0.0794696637673,0.11835311862,0.0768128586291,-0.071952149792,-0.0612449556912,-0.0127897262983,-0.116250200242,0.000857481307747,-0.0289612552209
class_3,-0.0771819182658,-0.153460602348,-0.0544086772996,-0.165812072373,-0.12860461688,-0.199972955288,-0.0511208641224,-0.0970841857552,-0.154882337559,-0.140390211522,-0.0667482767066,-0.150626025828,-0.137068059971,-0.111046807632,-0.105062099424,-0.115603986661,-0.130995463457,-0.111271107072,-0.083713966578,-0.0995721822661,-0.160643706536,-0.154217051568,-0.071251076063,-0.142365029386,0.0674925424299,-0.163871782405,0.110714375364,-0.156090426967,-0.0606369599976,-0.226678480765,0.0742370391741,-0.0843498543887,0.040452375578,-0.00603049222296,0.00822171924973,0.131986315,-0.0505405405405,0.0209654542164,0.0610884841877,0.0202327010486,0.0514153293272,0.0728565541805,0.0300360076748,0.0754051761602,0.00679531049828,-0.292942421498,-0.25273115322,-0.0720751867925,-0.0613159308904,-0.0124934459792,-0.12351566788,0.00116449874676,0.00608916220368
class_6,0.0642702930026,-0.124766251084,-0.0298073608439,-0.121700909226,0.0715490299487,-0.114674538853,-0.0137642441997,-0.0608813051598,0.107095035781,-0.0586416595307,-0.000323834630581,-0.0578834659812,0.057746611968,-0.0432113339244,-0.0081939349817,-0.105582596466,0.037257860087,-0.104438740246,-0.0370932275054,-0.0594016462522,0.072256291371,-0.181716010938,-0.00557524072446,-0.124389636338,-0.239963709239,0.186350350837,-0.275565807301,0.309784839604,0.0805057947937,-0.0192138997256,-0.200318628059,0.0110408549595,-0.12621152343,0.0333289338156,0.637511098248,0.096266315,-0.0505405405405,-0.0771291518481,0.0520154590803,-0.0761892455594,0.00191011731705,0.206228018407,-0.176308544621,0.175469370782,-0.158826247949,0.00419926063607,0.00184624706538,-0.00787224285267,0.550013738771,0.00883787357877,-0.118550515744,0.0377205390513,0.0077940267156
class_7,0.294733101951,-0.194966259314,0.105940149705,-0.183884650531,0.148416461804,-0.233578810175,0.227171915114,-0.117869183435,0.237942504165,-0.155461987548,0.0812434122985,-0.12021120436,0.0819565968588,-0.106564872545,0.328846357759,-0.124500286325,-0.230114392424,-0.120498431009,0.366354617719,-0.0859544697062,-0.274102225659,-0.131892259298,0.131163805138,-0.105764932944,-0.17523694472,-0.168099940892,-0.201708186771,0.0625666464264,-0.136811059944,0.264315116757,-0.201422997142,-0.18965819146,0.315327222697,-0.00112451131967,-0.127705786081,-0.115271685,-0.0505405405405,0.287802003326,-0.0498981437071,0.290422631435,-0.0989756314634,-0.651916740329,0.40294177559,-0.632897548913,0.446268935563,0.174772485433,0.445520539543,-0.0664042995839,-0.0561043234036,-0.0129327667916,0.571532548729,0.00363306908251,-0.000377233953211
class_5,0.0568099948612,0.364866958752,-0.0680466857384,-0.0927655944807,-0.0217685788084,0.196590357076,0.0460637210518,-0.047511520553,0.252191270489,-0.00119705254457,0.0547160516853,0.161724938837,0.152696301748,-0.044409789505,0.0378207429421,-0.0745314452697,0.128211260178,-0.0707780154687,0.086694468267,-0.097734115211,0.242672251512,-0.000688659511352,0.0517479297437,-0.0690741240278,-0.0219982991796,0.0291553311978,0.0391953113016,0.0763678959092,0.139241241686,-0.024403080843,-0.0840289772798,0.0229343530717,-0.138628334369,-0.122874429728,-0.307888855111,-0.153733685,-0.0505405405405,-0.157167380029,-0.111861746614,-0.155308519971,-0.142542715264,0.26801046433,-0.335801968077,0.245829765127,-0.338966944238,0.00416454063819,0.00191733797206,-0.0685854100488,-0.0581727434956,-0.00511548185031,-0.126973716756,0.0065975814715,0.00330648415695
class_8,0.00643878304732,-0.0711236375294,0.179209348017,-0.130126097982,-0.0670628332475,-0.0506171564113,-0.153154011761,-0.0552330340428,-0.0736437421259,-0.091856654595,-0.0363868345552,-0.0982042984113,-0.331750928778,-0.0633453876787,-0.170323664932,-0.0756396931265,-0.256062246766,-0.0693161585303,-0.130867206418,-0.0526785918576,-0.148148155027,-0.115121002798,0.0954275977695,-0.0955287463059,0.10282741617,-0.211444523891,0.154438944903,-0.167437318121,-0.0170451037674,0.111822256547,0.0340330411098,-0.0846672632865,0.124899434065,0.0734345431615,-0.10975702542,-0.153733685,-0.0505405405405,0.117230628298,0.0713421887557,0.115675950421,0.0990644260498,-0.194198354305,0.258478984378,-0.112987289024,0.207815695727,-0.0253256213706,-0.0215089251204,-0.07211992752,-0.0611841198061,-0.0126882840908,-0.182549374944,0.000233740825096,0.0251015217018
class_9,-0.184380317119,0.54829522752,-0.272699512743,0.578629199173,0.0379497076558,-0.0499734887145,-0.177504612602,0.209575105319,-0.0321223927772,0.0483979808161,-0.0601059401544,0.146898826298,-0.0360345305402,0.0182217879225,0.22567159234,0.327698524582,0.206484423441,0.269983256036,-0.140088211639,0.155114507383,-0.10100461005,0.272372476803,-0.141539103958,0.138695638162,-0.240580091831,0.0216047076993,-0.360032750518,-0.033439951197,-0.0867973277808,0.409425526851,-0.118057608152,0.0573732184842,0.108370719092,0.36920905354,-0.187078287413,0.012932315,-0.0505405405405,0.208424339035,-0.122694756525,0.204557874537,0.125429427159,0.24703500676,-0.27220212651,0.223648427452,-0.271664222462,0.004650647389,0.0024079311005,-0.046874972037,0.386375347272,-0.0125096671797,-0.153025837039,0.00134120768619,-0.129370751047
class_2,0.00956760053372,-0.210978068388,-0.0217081203376,-0.181794344752,0.0246286107005,-0.204258146308,-0.0501477792363,-0.124696939739,0.0778588838995,-0.15930649463,-0.0224136407433,-0.173651017311,0.00682720476058,-0.12447239798,0.017057000276,-0.124658607448,-0.0447848499875,-0.133447787861,-0.0026575636708,-0.113491154779,-0.0512652393289,-0.182970035144,-0.00380586476089,-0.171139981285,0.167135567913,-0.169825525302,0.288101392514,-0.166033107222,-0.0920322671801,-0.191390182555,0.151418788544,-0.108454259511,-0.0260332218482,-0.146399078882,-0.0200965110275,-0.094909685,-0.0505405405405,-0.0652031079097,0.0276873932785,-0.064398549866,-0.0127971351233,0.0315503977745,0.0770003034933,0.0251414487689,0.0708053794979,-0.04046853912,-0.0964599936773,-0.0716277795177,-0.0612043984345,-0.0128497190213,-0.0149899731511,0.0028092640552,0.00639605087492
class_2,-0.0147723546594,-0.0998100240403,-0.10603217097,-0.0310090522805,-0.145987471555,-0.145524358021,-0.100296015133,-0.0412255045385,-0.102504634181,-0.113695714549,-0.141891727492,-0.0802077978384,-0.189467841371,-0.08059737235,-0.186976362359,-0.0915189648493,-0.155957580527,-0.0536988263673,-0.152887884072,-0.0871862034382,-0.190344977234,-0.125843436659,-0.120362785931,-0.105540538928,0.425060369236,-0.0210439213667,0.423726940278,-0.148479266694,-0.049402856469,-0.225801173166,0.529117151017,0.0569157762491,-0.116512488931,-0.129056593297,0.114415082789,-0.107221685,0.517027027027,-0.153026263899,-0.0100584877019,-0.151854124106,-0.0638391049394,0.289589083299,-0.423434360581,0.269808993424,-0.435442794372,0.018804144764,0.00196944585928,-0.0724107422487,-0.0615592744307,0.0177310594957,-0.147181021439,-0.00359163000789,0.00390404956901
class_3,-0.0302789562344,-0.199814139163,-0.0152318334177,-0.178728562943,0.0263400702623,-0.19796727252,-0.0552366780858,-0.0934748696509,0.0204520641671,-0.125511701514,0.00617316716726,-0.142628441361,-0.0414352442059,-0.0915625189515,0.0071994865282,-0.0975755899146,-0.0130475466272,-0.119122972235,-0.0199878943085,-0.0997056518655,-0.00967550540099,-0.127139612939,0.00570381061337,-0.110878251923,0.00100892271485,-0.150777361477,0.0188241244627,-0.111199032925,0.0178978779032,-0.224186553861,-0.0103692139539,-0.085152712189,0.0268123238755,-0.0618826614545,-0.221863901752,0.046266315,-0.0505405405405,-0.000513003556219,-0.0185577246602,0.000218632131047,-0.0270745756147,-0.0762907003952,0.176731274723,-0.0822466683873,0.181283432225,0.00977381120085,0.0362738192723,-0.0700842244195,-0.0596733619938,-0.0126245566338,0.0958458408273,0.000289897070987,0.00257165835592
class_2,-0.0128700913267,-0.224183629379,0.0378152551899,-0.19254285698,-0.125049976745,-0.239795004285,-0.0355481975838,-0.112536356031,-0.13168445742,-0.153856392943,-0.100746920249,-0.165289554365,-0.174262260633,-0.118188447755,-0.177862966198,-0.143495452478,-0.110762073364,-0.144133512811,-0.105073368769,-0.129785886162,-0.112614650035,-0.17817523671,-0.065323378413,-0.161973246981,0.340760985289,-0.252582074896,0.328929584777,-0.258383457601,-0.0371180633471,-0.233790272152,0.486452105746,-0.117724466438,0.0338157875682,-0.151082599528,-0.0902674198761,0.846266315,0.165675675676,-0.0245619290515,0.297086446467,-0.0279666900396,0.238261066697,0.230614457675,-0.230278905161,0.217118665193,-0.254178325804,0.0749660475057,0.0371294582905,-0.0725002237036,-0.0615694137449,-0.0129082567964,-0.140738266408,0.000618467645793,0.00315116490878
class_2,0.108870254236,-0.197804366411,-0.0228699768776,-0.160653700298,0.131872435759,-0.196548358647,0.0180568481996,-0.0913261950859,0.0680745194611,-0.147915692903,0.0457418997406,-0.130190765229,-0.0183873771663,-0.100416651024,0.0608822552998,-0.104615827059,-0.0134927686915,-0.0881855175941,0.044727020217,-0.0849401007505,-0.0290751160271,-0.164612806854,0.0238672905782,-0.133900123178,0.0218736382724,-0.124083237997,0.181096343163,-0.0683453102728,0.20988426515,-0.131546604633,-0.0884112957931,-0.130663546802,-0.0826923437486,-0.144399377355,-0.0200965110275,-0.120947685,0.00351351351351,-0.117139292459,-0.0803227085929,-0.114694322016,-0.126937419981,-0.303048187916,0.314928730524,-0.286643669109,0.326171392129,0.00271476151108,-0.000582930621886,-0.063708670753,-0.0526163993267,-0.0125281295879,0.241663205937,-0.00423372986087,0.00285878115802
