@relation train_samples_unt

@attribute label {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}
@attribute m1m numeric
@attribute m1s numeric
@attribute m2m numeric
@attribute m2s numeric
@attribute m3m numeric
@attribute m3s numeric
@attribute m4m numeric
@attribute m4s numeric
@attribute m5m numeric
@attribute m5s numeric
@attribute m6m numeric
@attribute m6s numeric
@attribute m7m numeric
@attribute m7s numeric
@attribute m8m numeric
@attribute m8s numeric
@attribute m9m numeric
@attribute m9s numeric
@attribute m10m numeric
@attribute m10s numeric
@attribute m11m numeric
@attribute m11s numeric
@attribute m12m numeric
@attribute m12s numeric
@attribute centm numeric
@attribute cents numeric
@attribute rollm numeric
@attribute rolls numeric
@attribute tonnm numeric
@attribute tonns numeric
@attribute zcrm numeric
@attribute zcrs numeric
@attribute rmsem numeric
@attribute rmses numeric
@attribute tempom numeric
@attribute onsetm numeric
@attribute pitchm numeric
@attribute wavea1 numeric
@attribute waved1 numeric
@attribute wavea2 numeric
@attribute waved2 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute msd numeric
@attribute mc numeric
@attribute sam numeric
@attribute sbm numeric
@attribute kurtosis numeric
@attribute meauto numeric
@attribute skew numeric
@attribute timerev numeric

@data
class_3,0.004038,-0.195849,0.074527,-0.16334,0.081512,-0.198607,-0.113552,-0.07376,-0.01726,-0.134253,-0.082366,-0.152925,-0.068881,-0.089859,-0.020317,-0.108314,-0.15224,-0.123564,0.059122,-0.10848,-0.086227,-0.171605,-0.033462,-0.139734,0.042458,-0.217508,0.086803,-0.1762,-0.021436,-0.21112,0.016682,-0.135005,0.053455,-0.022963,0.114415,0.346266,-0.050541,0.031444,0.011848,0.031572,0.010427,-0.119063,0.20921,-0.081883,0.180958,-0.016216,-0.032372,-0.07193,-0.06088,-0.012675,-0.086901,0.000646,0.001641
class_5,0.134736,-0.064951,0.167321,0.068115,0.119431,0.045773,-0.036646,0.107833,0.164958,-0.017532,-0.132574,0.163854,-0.03787,-0.015453,0.129832,-0.035948,0.077647,-0.002738,0.149917,0.013927,0.066816,0.017705,0.19132,0.064001,0.081172,0.184873,0.199204,0.122565,-0.026829,-0.102931,-0.071081,0.110268,-0.13283,-0.143183,0.074853,-0.153734,-0.050541,-0.163514,-0.095603,-0.161243,-0.141184,-0.188458,0.255033,-0.21743,0.284749,0.004227,0.001905,-0.045734,-0.01506,-0.010177,0.438121,0.022335,0.003323
class_9,-0.251924,0.735188,-0.31964,0.625119,0.023759,-0.039828,0.026409,0.184591,-0.173796,0.204081,-0.073061,0.257417,-0.067164,0.153073,-0.084163,0.504378,0.132757,0.27178,-0.032278,0.109613,0.131431,0.382126,0.210598,0.787027,-0.004726,-0.074404,-0.056364,0.150986,-0.035714,0.206991,0.051281,-0.096453,-0.081852,-0.002844,0.269624,-0.028734,-0.050541,-0.070477,-0.11287,-0.070699,-0.065895,0.298751,-0.476571,0.27025,-0.437578,0.004034,0.001125,-0.072277,-0.05722,-0.011747,-0.15435,0.00039,0.003973
class_6,0.010777,0.202067,0.125147,0.054636,0.013148,0.227422,-0.075176,0.089867,-0.089843,0.309842,-0.10575,0.204848,-0.050263,0.098752,-0.133925,0.117401,-0.001923,0.001624,0.01757,0.046722,0.080123,0.095086,0.00806,0.108737,0.115303,0.078325,0.154932,0.133668,-0.027391,-0.128523,0.104204,0.091714,-0.090111,0.078993,0.269624,-0.153734,0.057568,-0.040286,0.057866,-0.046713,0.091381,0.193936,-0.151885,0.19497,-0.200518,0.004174,0.001884,-0.022715,-0.037377,-0.005406,-0.142194,-0.002744,0.008069
class_1,-0.058822,0.220532,0.038241,0.212243,0.136665,-0.073971,0.103919,-0.000942,0.171924,0.033531,0.080867,0.028607,0.114436,-0.007754,0.197849,0.136602,0.152695,-0.011163,0.06227,-0.039602,0.009144,0.088979,-0.024978,-0.065298,-0.164508,-0.15286,-0.227186,-0.143173,-0.00018,-0.088297,-0.144443,-0.047983,-0.108441,-0.067877,-0.045708,-0.073734,-0.050541,-0.115368,-0.118852,-0.114266,-0.111606,0.244529,-0.265433,0.217097,-0.254145,0.008629,0.010622,-0.068787,-0.040186,-0.007967,-0.097596,-0.000171,0.003567
class_7,-0.186035,-0.149367,0.077775,-0.161691,-0.123505,-0.146837,0.011251,-0.07738,-0.037804,-0.023836,0.007544,-0.122364,0.049535,-0.021954,-0.046262,-0.099785,0.032647,-0.040908,0.049389,-0.090607,0.027665,-0.039922,-0.001241,-0.116345,-0.137957,-0.217641,-0.203178,-0.230184,0.190922,-0.140068,-0.074569,-0.131723,0.033916,0.040498,-0.144264,0.131986,-0.050541,0.031566,-0.095581,0.032608,-0.058595,-0.089352,0.187019,-0.097722,0.194892,0.00504,0.002898,-0.068597,-0.059166,-0.011315,0.146932,0.005677,0.003547
class_4,-0.11593,0.159416,-0.238526,0.322013,-0.063292,0.458609,-0.033531,0.240868,0.217345,0.115179,0.029937,0.231559,0.0408,0.077469,-0.011009,0.153276,-0.095481,0.128429,0.003089,0.145047,0.09328,0.058709,-0.04771,0.181498,0.071811,0.204083,0.111347,0.247258,-0.093678,0.308283,-0.001001,0.137113,-0.063169,-0.016121,0.074853,-0.082306,-0.050541,-0.065261,-0.032348,-0.064503,-0.05215,0.233329,-0.236843,0.185617,-0.179964,0.005091,0.003067,-0.058239,0.061593,-0.011664,-0.117514,-0.010758,-0.004123
class_9,-0.013754,0.001608,0.017751,0.113942,0.017329,-0.090926,-0.012976,-0.032594,0.112188,-0.082934,-0.028783,-0.084303,0.095976,0.022048,0.160684,0.279192,-0.001516,-0.074037,-0.085653,-0.017591,-0.028068,0.003669,0.015242,-0.061617,-0.254861,0.119181,-0.345862,0.091301,-0.134159,-0.095829,-0.137583,0.104042,-0.093309,-0.002509,-0.069029,-0.153734,-0.050541,-0.076811,-0.109411,-0.077261,-0.064701,0.268884,-0.338806,0.231094,-0.292724,0.004188,0.00191,0.687387,-0.060525,-0.011216,-0.083809,-0.003652,0.012229
class_1,0.122263,0.095273,-0.259825,0.135393,-0.156793,0.19339,-0.120335,0.125663,-0.046032,0.297295,-0.059196,0.029467,-0.147114,0.115242,-0.083795,-0.008101,0.037394,-0.014592,0.006361,-0.08687,0.060465,-0.061909,-0.077682,-0.075558,-0.224168,-0.263972,-0.348211,-0.263942,-0.101367,-0.038141,-0.14687,-0.156873,-0.066428,0.033726,-0.045708,0.046266,-0.050541,-0.04501,-0.121789,-0.042902,-0.120137,-0.148441,0.229591,-0.067875,0.168191,0.003629,0.001475,-0.069447,-0.055172,-0.010806,-0.219851,-0.004176,0.002414
class_7,-0.184159,-0.202756,0.069167,-0.181708,-0.140822,-0.228643,0.052715,-0.1153,-0.199517,-0.148442,0.007901,-0.142067,-0.094402,-0.103611,0.023194,-0.118167,-0.07421,-0.106246,0.047626,-0.118502,-0.0871,-0.171547,0.010388,-0.154196,-0.111143,-0.246829,-0.175212,-0.225997,0.019875,-0.117547,-0.052526,-0.178075,0.185859,0.096688,-0.045708,0.096266,-0.050541,0.17986,-0.047487,0.178608,0.060427,0.001538,0.107699,0.01774,0.07947,0.118353,0.076813,-0.071952,-0.061245,-0.01279,-0.11625,0.000857,-0.028961
class_3,-0.077182,-0.153461,-0.054409,-0.165812,-0.128605,-0.199973,-0.051121,-0.097084,-0.154882,-0.14039,-0.066748,-0.150626,-0.137068,-0.111047,-0.105062,-0.115604,-0.130995,-0.111271,-0.083714,-0.099572,-0.160644,-0.154217,-0.071251,-0.142365,0.067493,-0.163872,0.110714,-0.15609,-0.060637,-0.226678,0.074237,-0.08435,0.040452,-0.00603,0.008222,0.131986,-0.050541,0.020965,0.061088,0.020233,0.051415,0.072857,0.030036,0.075405,0.006795,-0.292942,-0.252731,-0.072075,-0.061316,-0.012493,-0.123516,0.001164,0.006089
class_6,0.06427,-0.124766,-0.029807,-0.121701,0.071549,-0.114675,-0.013764,-0.060881,0.107095,-0.058642,-0.000324,-0.057883,0.057747,-0.043211,-0.008194,-0.105583,0.037258,-0.104439,-0.037093,-0.059402,0.072256,-0.181716,-0.005575,-0.12439,-0.239964,0.18635,-0.275566,0.309785,0.080506,-0.019214,-0.200319,0.011041,-0.126212,0.033329,0.637511,0.096266,-0.050541,-0.077129,0.052015,-0.076189,0.00191,0.206228,-0.176309,0.175469,-0.158826,0.004199,0.001846,-0.007872,0.550014,0.008838,-0.118551,0.037721,0.007794
class_7,0.294733,-0.194966,0.10594,-0.183885,0.148416,-0.233579,0.227172,-0.117869,0.237943,-0.155462,0.081243,-0.120211,0.081957,-0.106565,0.328846,-0.1245,-0.230114,-0.120498,0.366355,-0.085954,-0.274102,-0.131892,0.131164,-0.105765,-0.175237,-0.1681,-0.201708,0.062567,-0.136811,0.264315,-0.201423,-0.189658,0.315327,-0.001125,-0.127706,-0.115272,-0.050541,0.287802,-0.049898,0.290423,-0.098976,-0.651917,0.402942,-0.632898,0.446269,0.174772,0.445521,-0.066404,-0.056104,-0.012933,0.571533,0.003633,-0.000377
class_5,0.05681,0.364867,-0.068047,-0.092766,-0.021769,0.19659,0.046064,-0.047512,0.252191,-0.001197,0.054716,0.161725,0.152696,-0.04441,0.037821,-0.074531,0.128211,-0.070778,0.086694,-0.097734,0.242672,-0.000689,0.051748,-0.069074,-0.021998,0.029155,0.039195,0.076368,0.139241,-0.024403,-0.084029,0.022934,-0.138628,-0.122874,-0.307889,-0.153734,-0.050541,-0.157167,-0.111862,-0.155309,-0.142543,0.26801,-0.335802,0.24583,-0.338967,0.004165,0.001917,-0.068585,-0.058173,-0.005115,-0.126974,0.006598,0.003306
class_8,0.006439,-0.071124,0.179209,-0.130126,-0.067063,-0.050617,-0.153154,-0.055233,-0.073644,-0.091857,-0.036387,-0.098204,-0.331751,-0.063345,-0.170324,-0.07564,-0.256062,-0.069316,-0.130867,-0.052679,-0.148148,-0.115121,0.095428,-0.095529,0.102827,-0.211445,0.154439,-0.167437,-0.017045,0.111822,0.034033,-0.084667,0.124899,0.073435,-0.109757,-0.153734,-0.050541,0.117231,0.071342,0.115676,0.099064,-0.194198,0.258479,-0.112987,0.207816,-0.025326,-0.021509,-0.07212,-0.061184,-0.012688,-0.182549,0.000234,0.025102
class_9,-0.18438,0.548295,-0.2727,0.578629,0.03795,-0.049973,-0.177505,0.209575,-0.032122,0.048398,-0.060106,0.146899,-0.036035,0.018222,0.225672,0.327699,0.206484,0.269983,-0.140088,0.155115,-0.101005,0.272372,-0.141539,0.138696,-0.24058,0.021605,-0.360033,-0.03344,-0.086797,0.409426,-0.118058,0.057373,0.108371,0.369209,-0.187078,0.012932,-0.050541,0.208424,-0.122695,0.204558,0.125429,0.247035,-0.272202,0.223648,-0.271664,0.004651,0.002408,-0.046875,0.386375,-0.01251,-0.153026,0.001341,-0.129371
class_2,0.009568,-0.210978,-0.021708,-0.181794,0.024629,-0.204258,-0.050148,-0.124697,0.077859,-0.159306,-0.022414,-0.173651,0.006827,-0.124472,0.017057,-0.124659,-0.044785,-0.133448,-0.002658,-0.113491,-0.051265,-0.18297,-0.003806,-0.17114,0.167136,-0.169826,0.288101,-0.166033,-0.092032,-0.19139,0.151419,-0.108454,-0.026033,-0.146399,-0.020097,-0.09491,-0.050541,-0.065203,0.027687,-0.064399,-0.012797,0.03155,0.077,0.025141,0.070805,-0.040469,-0.09646,-0.071628,-0.061204,-0.01285,-0.01499,0.002809,0.006396
class_2,-0.014772,-0.09981,-0.106032,-0.031009,-0.145987,-0.145524,-0.100296,-0.041226,-0.102505,-0.113696,-0.141892,-0.080208,-0.189468,-0.080597,-0.186976,-0.091519,-0.155958,-0.053699,-0.152888,-0.087186,-0.190345,-0.125843,-0.120363,-0.105541,0.42506,-0.021044,0.423727,-0.148479,-0.049403,-0.225801,0.529117,0.056916,-0.116512,-0.129057,0.114415,-0.107222,0.517027,-0.153026,-0.010058,-0.151854,-0.063839,0.289589,-0.423434,0.269809,-0.435443,0.018804,0.001969,-0.072411,-0.061559,0.017731,-0.147181,-0.003592,0.003904
class_3,-0.030279,-0.199814,-0.015232,-0.178729,0.02634,-0.197967,-0.055237,-0.093475,0.020452,-0.125512,0.006173,-0.142628,-0.041435,-0.091563,0.007199,-0.097576,-0.013048,-0.119123,-0.019988,-0.099706,-0.009676,-0.12714,0.005704,-0.110878,0.001009,-0.150777,0.018824,-0.111199,0.017898,-0.224187,-0.010369,-0.085153,0.026812,-0.061883,-0.221864,0.046266,-0.050541,-0.000513,-0.018558,0.000219,-0.027075,-0.076291,0.176731,-0.082247,0.181283,0.009774,0.036274,-0.070084,-0.059673,-0.012625,0.095846,0.00029,0.002572
class_2,-0.01287,-0.224184,0.037815,-0.192543,-0.12505,-0.239795,-0.035548,-0.112536,-0.131684,-0.153856,-0.100747,-0.16529,-0.174262,-0.118188,-0.177863,-0.143495,-0.110762,-0.144134,-0.105073,-0.129786,-0.112615,-0.178175,-0.065323,-0.161973,0.340761,-0.252582,0.32893,-0.258383,-0.037118,-0.23379,0.486452,-0.117724,0.033816,-0.151083,-0.090267,0.846266,0.165676,-0.024562,0.297086,-0.027967,0.238261,0.230614,-0.230279,0.217119,-0.254178,0.074966,0.037129,-0.0725,-0.061569,-0.012908,-0.140738,0.000618,0.003151
class_2,0.10887,-0.197804,-0.02287,-0.160654,0.131872,-0.196548,0.018057,-0.091326,0.068075,-0.147916,0.045742,-0.130191,-0.018387,-0.100417,0.060882,-0.104616,-0.013493,-0.088186,0.044727,-0.08494,-0.029075,-0.164613,0.023867,-0.1339,0.021874,-0.124083,0.181096,-0.068345,0.209884,-0.131547,-0.088411,-0.130664,-0.082692,-0.144399,-0.020097,-0.120948,0.003514,-0.117139,-0.080323,-0.114694,-0.126937,-0.303048,0.314929,-0.286644,0.326171,0.002715,-0.000583,-0.063709,-0.052616,-0.012528,0.241663,-0.004234,0.002859
class_5,0.175093,-0.067128,0.065164,-0.048622,-0.019427,0.050254,0.244973,-0.045681,0.255285,-0.110722,-0.019591,-0.049085,0.108799,-0.008647,-0.112327,0.024221,0.122745,0.004295,-0.171715,0.056198,0.101564,0.03582,0.064628,-0.032794,0.355561,0.211519,0.388734,-0.09715,-0.004127,-0.035453,0.212159,0.114171,-0.144518,-0.161395,0.074853,-0.07681,0.084595,-0.180244,-0.100496,-0.177589,-0.150301,0.273075,-0.353651,0.253793,-0.367241,0.004056,0.001473,-0.070207,-0.059024,0.006624,-0.111609,0.004173,0.003318
class_1,0.096433,0.259387,-0.099689,0.354818,-0.104627,0.505124,-0.252946,0.314129,0.015878,0.089162,-0.163726,0.251766,-0.130584,0.129046,0.016294,0.119321,-0.008786,0.115227,0.001894,0.20202,0.088595,0.282226,0.080006,0.326542,-0.162415,-0.050817,-0.245014,0.089639,-0.021548,0.100473,-0.140166,-0.118457,-0.064565,0.077155,0.008222,-0.053734,-0.050541,-0.024209,-0.100808,-0.022558,-0.093974,-0.089581,0.187204,-0.001408,0.101069,0.004197,0.001907,-0.066908,-0.055283,-0.00893,-0.1027,-0.01947,-0.016738
class_10,0.250629,-0.104801,0.203182,-0.067789,0.258353,-0.051965,0.216382,-0.020493,0.344983,-0.070229,0.184883,-0.043479,0.245595,-0.052224,0.285119,-0.064493,0.130426,-0.080952,0.161421,-0.058002,0.092213,-0.091321,0.127807,-0.080294,-0.002666,0.153955,0.173855,0.115435,0.065791,-0.023367,-0.162522,-0.057403,-0.110372,-0.144309,-0.127706,-0.112918,0.273784,-0.143858,-0.087884,-0.141191,-0.139611,-0.480783,0.375771,-0.52809,0.423501,0.011135,0.015413,-0.067568,-0.056784,-0.011544,0.618394,-0.00846,0.003326
class_5,0.09084,0.185766,-0.095261,0.248521,0.06905,0.39627,0.06232,0.048607,0.032303,0.102721,-0.056083,0.201906,0.18375,0.106203,-0.065062,0.097762,-0.065049,0.087338,0.070472,0.120191,0.345756,0.107347,0.03428,0.062927,0.032141,0.369777,0.058655,0.431419,0.100385,-0.104527,-0.0814,0.034384,-0.133261,-0.137833,-0.144264,-0.04847,-0.050541,-0.163809,-0.071148,-0.161493,-0.122226,0.255198,-0.29534,0.237138,-0.310895,0.004148,0.00214,-0.069156,-0.058457,-0.002993,-0.132824,0.00451,0.003349
class_7,-0.02281,-0.101071,0.26781,-0.102989,-0.034832,-0.173892,0.115371,-0.074617,0.071,-0.070627,0.106865,-0.075799,-0.022538,-0.065003,-0.01686,-0.082734,-0.045422,-0.111828,-0.073019,-0.10972,-0.044192,-0.091964,-0.00273,-0.120179,-0.17822,-0.164067,-0.207694,-0.102836,-0.53133,0.055012,-0.156181,-0.161578,0.131619,-0.105147,-0.144264,-0.113734,-0.050541,0.097142,-0.084292,0.099218,-0.08544,-0.436596,0.36393,-0.38812,0.375325,0.002417,-0.000041,-0.070677,-0.059734,-0.012881,0.198259,0.001917,0.000745
class_6,0.067363,-0.074535,-0.038206,-0.022328,0.074141,0.030553,-0.041039,-0.007052,0.114462,-0.071055,-0.008781,-0.044772,0.023459,0.037386,0.00815,-0.020204,0.019927,0.175118,-0.071666,0.058345,0.030653,0.047022,-0.030908,-0.041049,0.002229,0.71804,0.002873,0.71874,0.050164,-0.065469,0.059512,0.459059,-0.13293,-0.062723,0.637511,-0.153734,-0.050541,-0.13093,0.00966,-0.1284,-0.053372,0.08283,0.018071,0.075593,0.006571,0.004182,0.001902,0.514968,-0.060779,0.006036,-0.090614,0.00691,-0.000564
class_4,-0.093446,0.296662,0.030585,0.159586,-0.147682,0.415402,-0.169831,0.052973,-0.187775,0.049914,-0.044967,0.354193,0.132854,0.083678,-0.148806,0.057512,0.339848,0.233454,-0.075463,0.267343,0.313245,0.273953,0.317827,0.332796,0.040629,-0.020462,0.043883,-0.095196,-0.044825,0.15453,0.032172,0.067806,0.013462,0.0123,0.074853,0.012932,0.003514,0.005433,-0.014778,0.001307,0.058324,0.204679,-0.17314,0.196007,-0.202867,0.008884,0.011297,-0.071549,-0.053103,-0.012485,-0.154575,0.001364,0.003961
class_2,0.023521,-0.187201,0.037579,-0.170701,0.202376,-0.197846,0.051402,-0.099059,0.207976,-0.157633,0.080328,-0.170829,0.032229,-0.124565,0.123971,-0.134737,-0.000894,-0.125402,0.095162,-0.13064,0.068938,-0.180899,0.097808,-0.149464,0.007881,-0.152341,0.088584,-0.053913,0.027452,-0.119367,-0.080834,-0.144578,-0.014886,-0.131396,0.039663,-0.110256,0.003514,-0.049665,-0.057504,-0.047564,-0.0942,-0.321663,0.322994,-0.341584,0.354378,-0.025045,-0.030597,-0.070655,-0.059907,-0.012943,0.385573,0.001702,0.00326
class_7,0.052976,-0.074469,-0.079804,-0.110495,0.417813,-0.144895,0.170151,-0.040599,0.205099,-0.092808,0.133252,-0.068517,0.167936,-0.063623,0.070578,-0.074794,0.119602,-0.082646,0.030705,-0.063082,0.22322,-0.124895,0.067002,-0.112296,-0.302271,-0.247882,-0.386516,-0.218784,0.031569,0.151656,-0.210394,-0.193669,0.076317,-0.082343,0.338587,-0.0704,-0.050541,0.045321,-0.12264,0.047816,-0.149648,-0.626613,0.400678,-0.612139,0.442583,-0.192842,-0.384119,-0.06938,-0.059024,-0.012535,0.526845,0.008272,0.002693
class_5,0.026692,0.02683,0.097765,-0.097213,-0.044851,0.141541,0.099298,-0.0538,-0.078782,0.055683,0.033207,-0.08632,-0.14406,0.134446,-0.098535,-0.109349,-0.021435,-0.037273,-0.032697,-0.092121,-0.043547,-0.146345,-0.070961,-0.093528,0.146765,-0.035773,0.204439,-0.247405,-0.016999,-0.194358,0.118205,0.052565,-0.136654,-0.113317,-0.307889,0.096266,0.084595,-0.158107,-0.029391,-0.155234,-0.089623,0.303243,-0.511859,0.284501,-0.526671,0.004236,0.001732,-0.07174,-0.060231,0.00496,-0.150731,0.007252,0.003219
class_5,0.004192,0.203939,0.268769,-0.000922,0.254408,0.127103,-0.045119,0.22745,0.245591,0.045603,0.331101,0.382065,0.099046,0.106752,0.128701,0.156274,0.260598,0.060354,0.165372,0.114212,-0.027675,0.241075,0.009924,0.179158,0.024346,0.062809,0.034379,0.083786,0.099872,0.016504,-0.005551,0.10168,-0.140926,-0.144701,-0.069029,-0.153734,0.003514,-0.168742,-0.121211,-0.166803,-0.152403,0.07476,0.027968,0.038719,0.054443,0.004192,0.001912,-0.06448,-0.055232,-0.002435,0.202537,0.005074,0.003319
